"FIPS","Qualifying Name","File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area – 5%File","Public Use Microdata Area - 1% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Median Household Income (In 2021 Inflation Adjusted Dollars)","Civilian Population 16 to 19 Years:","Civilian Population 16 to 19 Years: Not High School Graduate, Not Enrolled (Dropped Out)","Civilian Population 16 to 19 Years: High School Graduate, or Enrolled (In School)","Population 25 Years and Over:","Population 25 Years and Over: Less than High School","Population 25 Years and Over: High School Graduate or More (Includes Equivalency)","Population 25 Years and Over: Some College or More","Population 25 Years and Over: Bachelor's Degree or More","Population 25 Years and Over: Master's Degree or More","Population 25 Years and Over: Professional School Degree or More","Population 25 Years and Over: Doctorate Degree","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races"
"17031301702","Census Tract 3017.02, Cook County, Illinois","ACSSF","il","140","00","0006364",,,,,"17","031",,,"301702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031301702","Census Tract 3017.02",,,,40128,204,0,204,2224,859,1365,444,127,25,5,0,3617,247,224,0,0,0,0,0,23,3370,1131,0,0,0,0,1933,306
"17031301801","Census Tract 3018.01, Cook County, Illinois","ACSSF","il","140","00","0006365",,,,,"17","031",,,"301801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031301801","Census Tract 3018.01",,,,41188,387,0,387,2169,580,1589,829,291,25,24,24,4120,91,88,2,1,0,0,0,0,4029,1719,0,96,0,0,1175,1039
"17031301802","Census Tract 3018.02, Cook County, Illinois","ACSSF","il","140","00","0006366",,,,,"17","031",,,"301802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031301802","Census Tract 3018.02",,,,37857,126,0,126,1681,581,1100,495,240,86,25,25,2769,124,85,30,9,0,0,0,0,2645,1170,0,10,0,0,1125,340
"17031301803","Census Tract 3018.03, Cook County, Illinois","ACSSF","il","140","00","0006367",,,,,"17","031",,,"301803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031301803","Census Tract 3018.03",,,,37299,60,0,60,2274,437,1837,706,280,12,0,0,3230,19,19,0,0,0,0,0,0,3211,1898,0,7,0,0,595,711
"17031310200","Census Tract 3102, Cook County, Illinois","ACSSF","il","140","00","0006368",,,,,"17","031",,,"310200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031310200","Census Tract 3102",,,,96042,41,10,31,1398,128,1270,1129,777,208,20,19,1760,1037,596,78,0,311,0,0,52,723,444,0,68,11,0,104,96
"17031310300","Census Tract 3103, Cook County, Illinois","ACSSF","il","140","00","0006369",,,,,"17","031",,,"310300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031310300","Census Tract 3103",,,,70149,138,0,138,1221,339,882,808,474,215,55,13,1759,504,360,54,0,60,0,0,30,1255,376,0,62,0,0,631,186
"17031310400","Census Tract 3104, Cook County, Illinois","ACSSF","il","140","00","0006370",,,,,"17","031",,,"310400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031310400","Census Tract 3104",,,,59833,32,0,32,859,110,749,595,416,213,33,33,1201,544,334,8,0,125,0,12,65,657,92,0,29,0,0,401,135
"17031310500","Census Tract 3105, Cook County, Illinois","ACSSF","il","140","00","0006371",,,,,"17","031",,,"310500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031310500","Census Tract 3105",,,,53923,13,0,13,1106,336,770,458,192,68,27,27,1482,243,234,0,0,9,0,0,0,1239,405,0,8,0,0,656,170
"17031310600","Census Tract 3106, Cook County, Illinois","ACSSF","il","140","00","0006372",,,,,"17","031",,,"310600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031310600","Census Tract 3106",,,,68958,222,0,222,4004,839,3165,2117,1660,689,169,124,5598,2442,1830,183,0,320,0,89,20,3156,821,0,122,0,0,1397,816
"17031310700","Census Tract 3107, Cook County, Illinois","ACSSF","il","140","00","0006373",,,,,"17","031",,,"310700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031310700","Census Tract 3107",,,,60278,16,0,16,1073,325,748,581,432,212,47,4,1486,681,378,73,0,162,0,0,68,805,223,28,5,0,0,382,167
"17031310800","Census Tract 3108, Cook County, Illinois","ACSSF","il","140","00","0006374",,,,,"17","031",,,"310800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031310800","Census Tract 3108",,,,59474,184,0,184,3159,882,2277,1769,1185,398,112,48,4383,983,692,20,0,206,0,0,65,3400,1462,25,37,0,0,1022,854
"17031310900","Census Tract 3109, Cook County, Illinois","ACSSF","il","140","00","0006375",,,,,"17","031",,,"310900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031310900","Census Tract 3109",,,,68347,386,69,317,3387,923,2464,1740,1169,425,59,59,4855,1096,815,65,0,40,0,0,176,3759,1181,31,40,0,0,1867,640
"17031320101","Census Tract 3201.01, Cook County, Illinois","ACSSF","il","140","00","0006376",,,,,"17","031",,,"320101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031320101","Census Tract 3201.01",,,,112139,162,0,162,6978,246,6732,6519,5835,3672,1244,636,7952,7228,4376,536,0,1864,0,56,396,724,353,0,0,0,0,371,0
"17031320102","Census Tract 3201.02, Cook County, Illinois","ACSSF","il","140","00","0006377",,,,,"17","031",,,"320102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031320102","Census Tract 3201.02",,,,178084,175,0,175,3591,0,3591,3485,3325,1789,1080,642,4769,4349,2904,4,155,1122,0,0,164,420,122,73,225,0,0,0,0
"17031320400","Census Tract 3204, Cook County, Illinois","ACSSF","il","140","00","0006378",,,,,"17","031",,,"320400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031320400","Census Tract 3204",,,,155189,908,0,908,1122,9,1113,1113,1058,685,375,113,3058,2828,1965,312,0,457,0,0,94,230,110,18,0,0,0,46,56
"17031320600","Census Tract 3206, Cook County, Illinois","ACSSF","il","140","00","0006379",,,,,"17","031",,,"320600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031320600","Census Tract 3206",,,,113051,158,0,158,4483,0,4483,4365,3943,2044,677,150,5537,4972,3485,450,0,954,0,0,83,565,375,0,0,0,0,76,114
"17031330101","Census Tract 3301.01, Cook County, Illinois","ACSSF","il","140","00","0006380",,,,,"17","031",,,"330101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031330101","Census Tract 3301.01",,,,161990,0,0,0,4218,59,4159,4102,3662,2941,2084,517,4556,4183,2563,127,0,1223,0,67,203,373,359,0,0,0,0,14,0
"17031330102","Census Tract 3301.02, Cook County, Illinois","ACSSF","il","140","00","0006381",,,,,"17","031",,,"330102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031330102","Census Tract 3301.02",,,,105639,0,0,0,8039,569,7470,7173,6288,3575,1610,323,9253,8573,4504,2244,0,1315,0,46,464,680,432,0,0,0,0,143,105
"17031330103","Census Tract 3301.03, Cook County, Illinois","ACSSF","il","140","00","0006382",,,,,"17","031",,,"330103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031330103","Census Tract 3301.03",,,,99623,0,0,0,6900,277,6623,6225,5550,2975,1096,447,7928,7662,4659,2166,0,819,0,0,18,266,149,54,57,0,0,6,0
"17031330200","Census Tract 3302, Cook County, Illinois","ACSSF","il","140","00","0006383",,,,,"17","031",,,"330200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031330200","Census Tract 3302",,,,117237,128,0,128,2887,181,2706,2414,2035,1135,565,227,3990,3882,2037,993,0,625,0,0,227,108,77,31,0,0,0,0,0
"17031340300","Census Tract 3403, Cook County, Illinois","ACSSF","il","140","00","0006384",,,,,"17","031",,,"340300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031340300","Census Tract 3403",,,,35761,27,0,27,1288,411,877,591,356,215,8,0,1800,1504,245,0,0,1251,0,8,0,296,248,0,0,0,0,29,19
"17031340400","Census Tract 3404, Cook County, Illinois","ACSSF","il","140","00","0006385",,,,,"17","031",,,"340400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031340400","Census Tract 3404",,,,46827,74,0,74,1238,234,1004,685,461,168,12,6,1584,1504,307,33,10,1093,0,53,8,80,48,0,0,0,0,32,0
"17031340500","Census Tract 3405, Cook County, Illinois","ACSSF","il","140","00","0006386",,,,,"17","031",,,"340500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031340500","Census Tract 3405",,,,35060,31,0,31,1345,352,993,624,453,229,115,41,1730,1419,748,70,0,571,0,0,30,311,209,0,0,0,0,86,16
"17031340600","Census Tract 3406, Cook County, Illinois","ACSSF","il","140","00","0006387",,,,,"17","031",,,"340600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031340600","Census Tract 3406",,,,13897,36,0,36,585,175,410,231,36,18,7,7,1105,1105,75,920,0,58,0,0,52,0,0,0,0,0,0,0,0
"17031350100","Census Tract 3501, Cook County, Illinois","ACSSF","il","140","00","0006388",,,,,"17","031",,,"350100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031350100","Census Tract 3501",,,,56593,0,0,0,2157,0,2157,2012,1616,903,273,132,2459,2419,186,827,6,1325,0,35,40,40,40,0,0,0,0,0,0
"17031350400","Census Tract 3504, Cook County, Illinois","ACSSF","il","140","00","0006389",,,,,"17","031",,,"350400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031350400","Census Tract 3504",,,,18368,118,12,106,1059,314,745,469,142,49,0,0,1859,1848,8,1840,0,0,0,0,0,11,0,0,0,0,0,0,11
"17031351000","Census Tract 3510, Cook County, Illinois","ACSSF","il","140","00","0006390",,,,,"17","031",,,"351000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031351000","Census Tract 3510",,,,52877,8,0,8,2725,103,2622,2100,1335,622,41,0,3357,3257,94,2493,0,392,0,0,278,100,30,29,0,0,0,28,13
"17031351100","Census Tract 3511, Cook County, Illinois","ACSSF","il","140","00","0006391",,,,,"17","031",,,"351100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031351100","Census Tract 3511",,,,14463,68,0,68,1179,178,1001,709,135,50,7,7,2230,1999,14,1939,0,0,0,0,46,231,0,74,0,0,0,33,124
"17031351400","Census Tract 3514, Cook County, Illinois","ACSSF","il","140","00","0006392",,,,,"17","031",,,"351400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031351400","Census Tract 3514",,,,15865,91,15,76,1020,39,981,800,304,112,32,15,1535,1400,85,1270,0,37,0,0,8,135,0,9,85,0,0,27,14
"17031351500","Census Tract 3515, Cook County, Illinois","ACSSF","il","140","00","0006393",,,,,"17","031",,,"351500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031351500","Census Tract 3515",,,,,62,0,62,534,55,479,352,172,83,9,4,910,834,133,564,0,111,0,0,26,76,18,0,0,0,0,31,27
"17031360200","Census Tract 3602, Cook County, Illinois","ACSSF","il","140","00","0006394",,,,,"17","031",,,"360200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031360200","Census Tract 3602",,,,25305,210,0,210,982,68,914,702,231,115,13,13,1792,1725,8,1674,0,43,0,0,0,67,67,0,0,0,0,0,0
"17031380100","Census Tract 3801, Cook County, Illinois","ACSSF","il","140","00","0006395",,,,,"17","031",,,"380100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031380100","Census Tract 3801",,,,23417,33,0,33,1606,244,1362,1097,693,404,138,47,1984,1929,86,1767,15,1,0,0,60,55,8,27,0,0,0,0,20
"17031380200","Census Tract 3802, Cook County, Illinois","ACSSF","il","140","00","0006396",,,,,"17","031",,,"380200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031380200","Census Tract 3802",,,,22629,29,0,29,1544,218,1326,1029,517,254,16,0,1652,1627,74,1472,0,25,0,0,56,25,0,15,0,0,0,10,0
"17031380600","Census Tract 3806, Cook County, Illinois","ACSSF","il","140","00","0006397",,,,,"17","031",,,"380600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031380600","Census Tract 3806",,,,26510,106,0,106,2696,390,2306,1432,778,248,74,22,4044,3925,430,3343,0,90,0,0,62,119,0,79,0,14,0,26,0
"17031381200","Census Tract 3812, Cook County, Illinois","ACSSF","il","140","00","0006398",,,,,"17","031",,,"381200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031381200","Census Tract 3812",,,,38200,0,0,0,1461,253,1208,1054,533,162,15,15,1664,1664,0,1595,0,0,0,0,69,0,0,0,0,0,0,0,0
"17031381400","Census Tract 3814, Cook County, Illinois","ACSSF","il","140","00","0006399",,,,,"17","031",,,"381400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031381400","Census Tract 3814",,,,38007,192,0,192,1041,222,819,564,307,86,0,0,1672,1531,11,1445,0,57,0,0,18,141,0,0,0,0,0,0,141
"17031381500","Census Tract 3815, Cook County, Illinois","ACSSF","il","140","00","0006400",,,,,"17","031",,,"381500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031381500","Census Tract 3815",,,,21230,48,0,48,411,55,356,205,62,18,0,0,612,612,14,574,0,5,0,0,19,0,0,0,0,0,0,0,0
"17031381700","Census Tract 3817, Cook County, Illinois","ACSSF","il","140","00","0006401",,,,,"17","031",,,"381700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031381700","Census Tract 3817",,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17031381800","Census Tract 3818, Cook County, Illinois","ACSSF","il","140","00","0006402",,,,,"17","031",,,"381800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031381800","Census Tract 3818",,,,37264,109,68,41,989,44,945,791,300,131,24,23,1251,1216,102,1049,0,28,0,9,28,35,0,0,0,0,0,0,35
"17031381900","Census Tract 3819, Cook County, Illinois","ACSSF","il","140","00","0006403",,,,,"17","031",,,"381900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031381900","Census Tract 3819",,,,55521,113,0,113,906,133,773,581,277,78,0,0,1275,1259,23,1126,6,6,0,0,98,16,0,0,0,0,0,0,16
"17031390100","Census Tract 3901, Cook County, Illinois","ACSSF","il","140","00","0006404",,,,,"17","031",,,"390100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031390100","Census Tract 3901",,,,56023,108,0,108,1055,35,1020,757,493,246,96,13,1714,1632,133,1329,19,36,0,37,78,82,12,57,0,0,7,6,0
"17031390200","Census Tract 3902, Cook County, Illinois","ACSSF","il","140","00","0006405",,,,,"17","031",,,"390200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031390200","Census Tract 3902",,,,95888,83,0,83,1441,55,1386,1240,994,553,182,87,2227,2140,406,1428,0,154,0,0,152,87,0,67,0,0,0,20,0
"17031390300","Census Tract 3903, Cook County, Illinois","ACSSF","il","140","00","0006406",,,,,"17","031",,,"390300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031390300","Census Tract 3903",,,,23861,37,0,37,2163,257,1906,1221,642,287,107,53,2890,2790,326,2437,6,0,0,0,21,100,37,59,0,0,0,4,0
"17031390400","Census Tract 3904, Cook County, Illinois","ACSSF","il","140","00","0006407",,,,,"17","031",,,"390400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031390400","Census Tract 3904",,,,22368,17,0,17,1782,188,1594,1109,670,319,184,27,2357,2323,221,2018,0,0,0,0,84,34,24,0,0,0,0,0,10
"17031390500","Census Tract 3905, Cook County, Illinois","ACSSF","il","140","00","0006408",,,,,"17","031",,,"390500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031390500","Census Tract 3905",,,,49784,53,6,47,1291,12,1279,1157,923,538,145,46,1741,1631,468,999,0,63,0,0,101,110,70,0,0,0,0,19,21
"17031390600","Census Tract 3906, Cook County, Illinois","ACSSF","il","140","00","0006409",,,,,"17","031",,,"390600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031390600","Census Tract 3906",,,,60208,50,0,50,1248,39,1209,1138,917,547,288,203,1706,1659,741,738,0,108,0,16,56,47,39,0,0,0,0,0,8
"17031390700","Census Tract 3907, Cook County, Illinois","ACSSF","il","140","00","0006410",,,,,"17","031",,,"390700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031390700","Census Tract 3907",,,,71138,240,0,240,4617,208,4409,4021,3242,2210,913,641,5857,5770,1580,3276,0,694,0,0,220,87,26,0,0,0,0,17,44
"17031400300","Census Tract 4003, Cook County, Illinois","ACSSF","il","140","00","0006411",,,,,"17","031",,,"400300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031400300","Census Tract 4003",,,,41875,26,0,26,930,127,803,591,205,84,14,14,1211,1193,44,1149,0,0,0,0,0,18,0,12,0,0,0,6,0
"17031400400","Census Tract 4004, Cook County, Illinois","ACSSF","il","140","00","0006412",,,,,"17","031",,,"400400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031400400","Census Tract 4004",,,,33886,142,51,91,1329,268,1061,690,309,143,10,10,2152,2116,76,2008,0,0,0,0,32,36,0,10,16,0,0,10,0
"17031400500","Census Tract 4005, Cook County, Illinois","ACSSF","il","140","00","0006413",,,,,"17","031",,,"400500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031400500","Census Tract 4005",,,,20827,209,0,209,1275,143,1132,647,304,97,9,9,2348,2295,11,2284,0,0,0,0,0,53,17,36,0,0,0,0,0
"17031400800","Census Tract 4008, Cook County, Illinois","ACSSF","il","140","00","0006414",,,,,"17","031",,,"400800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031400800","Census Tract 4008",,,,10563,355,62,293,1336,301,1035,633,134,61,0,0,2462,2431,7,2421,0,0,0,0,3,31,31,0,0,0,0,0,0
"17031410100","Census Tract 4101, Cook County, Illinois","ACSSF","il","140","00","0006415",,,,,"17","031",,,"410100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031410100","Census Tract 4101",,,,43901,52,0,52,1855,75,1780,1697,1260,623,188,79,2202,2051,756,904,0,203,0,10,178,151,111,0,0,0,0,0,40
"17031410200","Census Tract 4102, Cook County, Illinois","ACSSF","il","140","00","0006416",,,,,"17","031",,,"410200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031410200","Census Tract 4102",,,,52344,55,0,55,855,12,843,790,723,509,150,87,1484,1258,552,474,0,182,0,5,45,226,122,0,0,6,0,23,75
"17031410500","Census Tract 4105, Cook County, Illinois","ACSSF","il","140","00","0006417",,,,,"17","031",,,"410500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031410500","Census Tract 4105",,,,65441,205,0,205,2006,72,1934,1798,1425,810,372,257,2891,2698,1005,1106,0,442,0,0,145,193,165,0,0,0,0,28,0
"17031410600","Census Tract 4106, Cook County, Illinois","ACSSF","il","140","00","0006418",,,,,"17","031",,,"410600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031410600","Census Tract 4106",,,,34960,136,0,136,1258,81,1177,1158,1081,718,321,261,2245,1984,1083,455,0,296,0,22,128,261,80,0,12,91,0,15,63
"17031410700","Census Tract 4107, Cook County, Illinois","ACSSF","il","140","00","0006419",,,,,"17","031",,,"410700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031410700","Census Tract 4107",,,,55427,73,0,73,1416,146,1270,1211,1088,877,319,244,2564,2372,1242,533,0,410,0,29,158,192,82,0,0,17,0,59,34
"17031410800","Census Tract 4108, Cook County, Illinois","ACSSF","il","140","00","0006420",,,,,"17","031",,,"410800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031410800","Census Tract 4108",,,,49405,57,0,57,2146,42,2104,1958,1710,1114,400,236,2907,2691,1326,476,0,614,0,90,185,216,117,0,0,0,0,13,86
"17031410900","Census Tract 4109, Cook County, Illinois","ACSSF","il","140","00","0006421",,,,,"17","031",,,"410900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031410900","Census Tract 4109",,,,70083,92,0,92,2525,92,2433,2393,2152,1370,718,464,3427,3253,1933,773,7,301,0,12,227,174,121,0,0,15,0,10,28
"17031411000","Census Tract 4110, Cook County, Illinois","ACSSF","il","140","00","0006422",,,,,"17","031",,,"411000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031411000","Census Tract 4110",,,,56512,207,0,207,2861,43,2818,2467,1900,1379,788,601,3741,3585,1486,1404,32,397,0,203,63,156,31,51,38,2,0,34,0
"17031411100","Census Tract 4111, Cook County, Illinois","ACSSF","il","140","00","0006423",,,,,"17","031",,,"411100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031411100","Census Tract 4111",,,,118082,378,0,378,1358,49,1309,1291,1262,1074,633,499,2416,2298,1455,91,0,432,0,34,286,118,86,0,4,0,0,12,16
"17031411200","Census Tract 4112, Cook County, Illinois","ACSSF","il","140","00","0006424",,,,,"17","031",,,"411200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031411200","Census Tract 4112",,,,100536,52,0,52,1131,16,1115,1110,1021,895,518,337,1646,1535,1029,71,0,330,0,0,105,111,67,6,0,0,0,8,30
"17031420100","Census Tract 4201, Cook County, Illinois","ACSSF","il","140","00","0006425",,,,,"17","031",,,"420100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031420100","Census Tract 4201",,,,19608,96,0,96,1107,65,1042,738,205,92,14,10,1567,1514,58,1344,0,11,0,0,101,53,5,48,0,0,0,0,0
"17031420200","Census Tract 4202, Cook County, Illinois","ACSSF","il","140","00","0006426",,,,,"17","031",,,"420200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031420200","Census Tract 4202",,,,26583,65,0,65,1110,179,931,797,563,253,52,26,1753,1694,395,1087,11,145,0,6,50,59,21,0,0,0,0,20,18
"17031420300","Census Tract 4203, Cook County, Illinois","ACSSF","il","140","00","0006427",,,,,"17","031",,,"420300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031420300","Census Tract 4203",,,,36031,924,0,924,893,59,834,700,466,217,77,32,2552,2308,939,860,0,411,0,0,98,244,151,44,0,0,0,0,49
"17031420400","Census Tract 4204, Cook County, Illinois","ACSSF","il","140","00","0006428",,,,,"17","031",,,"420400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031420400","Census Tract 4204",,,,24870,89,22,67,716,95,621,434,318,191,82,60,1173,1061,259,612,0,162,0,6,22,112,72,21,0,0,0,7,12
"17031420500","Census Tract 4205, Cook County, Illinois","ACSSF","il","140","00","0006429",,,,,"17","031",,,"420500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031420500","Census Tract 4205",,,,23539,52,23,29,1443,246,1197,838,382,51,15,15,1978,1960,17,1902,0,41,0,0,0,18,11,0,0,0,0,0,7
"17031420600","Census Tract 4206, Cook County, Illinois","ACSSF","il","140","00","0006430",,,,,"17","031",,,"420600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031420600","Census Tract 4206",,,,30828,174,23,151,1404,208,1196,682,170,87,37,0,2104,2095,80,1975,0,0,0,0,40,9,0,9,0,0,0,0,0
"17031420700","Census Tract 4207, Cook County, Illinois","ACSSF","il","140","00","0006431",,,,,"17","031",,,"420700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031420700","Census Tract 4207",,,,24508,100,24,76,1677,388,1289,809,165,53,14,0,2593,2593,27,2508,0,0,0,29,29,0,0,0,0,0,0,0,0
"17031420800","Census Tract 4208, Cook County, Illinois","ACSSF","il","140","00","0006432",,,,,"17","031",,,"420800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031420800","Census Tract 4208",,,,41438,86,0,86,1680,189,1491,987,435,159,50,12,2563,2563,129,2198,0,24,0,0,212,0,0,0,0,0,0,0,0
"17031421200","Census Tract 4212, Cook County, Illinois","ACSSF","il","140","00","0006433",,,,,"17","031",,,"421200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031421200","Census Tract 4212",,,,38068,0,0,0,1008,128,880,361,148,47,0,0,1994,1968,18,1896,37,0,0,0,17,26,26,0,0,0,0,0,0
"17031430101","Census Tract 4301.01, Cook County, Illinois","ACSSF","il","140","00","0006434",,,,,"17","031",,,"430101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031430101","Census Tract 4301.01",,,,22418,31,0,31,2363,210,2153,1716,469,182,102,59,3090,3023,43,2953,0,27,0,0,0,67,0,34,0,0,0,33,0
